ID;Reference;Designation;Mill;Coul;Cond;Cont
3105;058004H;AC HAUT MEDOC LA PETITE DEVISE;2011;RGE;x 6;75 cl
3106;052066;AC BORDEAUX CHATEAU DE BELCIER;2009;RGE;x 6;75 cl
3107;052067;CH RAMAGE LA BATISSEAC HAUT MEDOC CRU BOURGEOIS;2006;RGE;x 6;75 cl
3108;213001H;AOP MADIRAN DME DU MOULIE;0;RGE;x 6;75 cl
3110;CDV086001P;AC COTES DE DURAS;0;RGE;x 1;B10L
3111;CDV086002P;AC COTES DE DURAS;0;RGE;x 1;B05L
3112;107005H;AC MARGAUX DEYREM VALENTIN;2012;RGE;x 6;75 cl
3113;107006H;AC MARGAUX DEYREM VALENTIN;2012;RGE;x 6;150 cl
3114;048003;AC PUISSEGUIIN ST EMILION;2009;RGE;x 6;75 cl
3116;212001H;AOP CAHORS La Rangée du Curé DOMAINE CAPELANEL;2014;RGE;x 6;75 cl
3117;095017;AC CHABLIS;0;BLC;x 1;B10L
3119;214001H;IGP etc  COMTE TOLOSAN MALBEC CAB FRANC;0;RGE;x 6;75 cl
3120;215001H;AOP HAUT MEDOC CH TOUR MARCILLANET;2011;RGE;x 6;75 cl
3121;216001H;AC PREMIERES COTES DE BLAYE LES GRAVES DAVID;2012;RGE;x 6;75 cl
3122;CDH-187010;IGP DES CEVENNES;0;RSE;x 1;B10L
3123;176001H;UTIEL REQUENA ARANLEON CRIANZA;2009;RGE;x 6;75 cl
3124;176004H;UTIEL REQUENA ARANLEON AHORA;2011;RGE;x 6;75 cl
3125;011004;AC VOUVRAY METHODE TRAD BUT CUVEE ZERO;0;BLC;x 6;75 cl
3126;011006;AC VOUVRAY ARGILEX;2015;BLC;x 6;75 cl
3127;062043;BARRIQUE FUT DE CHENE;0;;x 1;75 cl
3128;CDV062022;AC GRAVES CARBON D'ARTIGUES;2013;BLC;x 24;37.5 cl
3129;CDH-206015;IGP D'OC BALLADE EN STRAMINER;0;BLC;x 6;75 cl
3130;169005CB;AC COTES DE CASTILLON CB 3 BOUTEILLES;2010;RGE;x 3;75 cl
3131;178008H;IGP D'OC MERLOT CABERNET;2015;RGE;x 6;75 cl
3132;126005H;AC MORGON DOMAINE DUBOST;2013;RGE;x 6;75 cl
3133;126006H;AC BROUILLY DOMAINE DUBOST;2013;RGE;x 6;75 cl
3134;126007H;AC MOULIN A VENT DOMAINE DUBOST;2013;RGE;x 6;75 cl
3135;CDH-138010;AC VENTOUX GAVOT DES ABEILLES;2011;RGE;x 6;75 cl
3136;217001H;AC COTES DU RHONE SEGURET CLOS DU JONCUAS;2014;RGE;x 6;75 cl
3137;217002H;AC VACQUEYRAS LA FOND DE PAPIER CLOS DU JONCUAS;2010;RGE;x 6;75 cl
3138;217003H;AC GIGONDAS CLOS DU JONCUAS;2012;RGE;x 6;75 cl
3139;601006H;IGP COTES DE GASCOGNE GROS MANSENG;2013;BLC;x 12;37.5 cl
3140;017001H;AOP JURANCON SEC TRADITION;2014;BLC;x 6;75 cl
3141;017005H;AOP JURANCON SEC LA PIERRE BLANCHE;2011;BLC;x 6;75 cl
3142;017010H;AOP JURANCON MOELLEUX;2012;BLC;x 6;75 cl
3143;051002CB;AC ST EMILION GRAND CRU CLOS TRIMOULET CAISSE BOIS;2010;RGE;x 3;75 cl
3144;CDV143002;AC COTEAUX GIENNOIS;2012;BLC;x 6;75 cl
3145;CDH-191006;AC ROUSSETTE DE SAVOIE;0;BLC;x 6;75 cl
3147;CDH-107002;AC MARGAUX DEYREM VALENTIN;2009;RGE;x 6;75 cl
3148;157005H;VDP DE LOIRE SAUVIGNON;2012;BLC;x 6;75 cl
3149;041014;AC ST ESTEPHE HAUTS DE PEZ;2011;RGE;x 12;37.5 cl
3150;096007H;AC GRAVES CH DE L'HOSPITAL;2009;RGE;x 6;150 cl
3151;169010;AOP COTES DE BORDEAUX LES HAUTS DE PERREAU BEL AIR;0;RGE;x 1;B05L
3153;169009;AOP COTES DE BORDEAUX LES HAUTS DE PERREAU BEL AIR;0;RGE;x 1;B10L
3154;211015;IGP OC MERLOT JARDIN DES IRIS;2014;RGE;x 1;B05L
3155;211016;IGP OC SYRAH JARDIN DES IRIS;2014;RSE;x 1;B05L
3156;211017;IGP OC CHARDONNAY JARDIN DES IRIS;2014;BLC;x 1 CB;B05L
3157;125001H;AC SAUTERNES CH GRAND CARRETEY;2011;BLC;x 6;75 cl
3158;206015H;IGP D'OC BALLADE EN STRAMINER;2014;BLC;x 6;75 cl
3159;002036;IGP D'OC MERLOT - CARTON GALLICIAN;0;RGE;x 1;B10L
3160;168020CB;AOP GRAVES CH LA ROSE SARRON CAISSE BOIS 3 BLLES;2011;RGE;x 3;75 cl
3163;CDH-059025;VDP MEDITERRANEE TERES;2013;RSE;x 6;75 cl
3164;181508H;AC ST JULIEN  CHATEAU DU GLANA;2013;RGE;x 6;75 cl
3165;181013H;AC PAUILLAC CHATEAU DE BELLEGRAVE;2013;RGE;x 6;75 cl
3168;CDH-182003;AOP ST ESTEPHE SEGUR DE CABANAC;2012;RGE;x 6;150 cl
3169;CDH-182004;AOP ST JULIEN CHATEAU MOULIN DE LA ROSE;2012;RGE;x 6;150 cl
3170;100001H;AC COTE ROTIE DOMAINE PARPETTE;2014;RGE;x 6;75 cl
3172;218001H;AOP SAUMUR CHAMPIGNY PLAISIR DE ST JEAN;2014;RGE;x 6;75 cl
3174;CDH-158001;AC POUILLY FUME DME BARDIN;2013;BLC;x 6;75 cl
3175;CDV095017;AC CHABLIS DME FILLON;2013;BLC;x 1;B10L
3176;208001H;AOP LANGUEDOC LA DAME;2012;RGE;x 6;75 cl
3177;208002H;IGP DES COTEAUX DE MURVIEL LA DIVA;2012;RGE;x 6;75 cl
3178;208003H;IGP D'OC GRENACHE;2013;BLC;x 6;75 cl
3179;178009H;IGP SAUVIGNON DME CASTELNAU;2015;BLC;x 6;75 cl
3180;CDV199010;IGPOC L' AUTRE VERSANT BEBIAN;2011;RGE;x 6;75 cl
3182;099013;IGP PAYS D'OC MUSCAT MOELLEUX DOUCEUR DU SUD;2016;BLC;x 6;75 cl
3183;CDV049027;AC BORDEAUX SUPERIEUR LAUDUC SUPERIEUR;2010;RGE;x 6;150 cl
3184;CDH-052100;AC PAUILLAC CH PICHON LONGUEVILLE BARON;2009;RGE;x 6;75 cl
3185;CDH-073105;AOP SAINT-JULIEN CH DUCRU BEAUCAILLOU;2009;RGE;x 6;75 cl
3186;169003CB;AOP COTES DE CASTILLON HARMONIE;2010;RGE;x 6;75 cl
3187;CDH-178003;IGP OC SYRAH CASTELNAU;0;RGE;x 6;75 cl
3188;CDV011010;AOP VOUVRAY TRANQUILLE CLOS LA LANTERNE SEC DME CH;2014;BLC;x 6;75 cl
3189;CDH-156002;VIN CHAUD CANON DES NEIGES;0;RGE;x 1;B03L
3190;CDH-156003;VIN CHAUD CANON DES NEIGES;0;RGE;x 1;B10L
3191;178015H;IGP PAYS D'OC L'EPICERIE DE CASTELNAU (bouchon);2014;RGE;x 6;75 cl
3192;CDH-178001;IGP D'OC CHARDONNAY;2013;BLC;x 6;75 cl
3193;199006;IGP DE L'HERAULT L'AUTRE VERSANT;2011;RGE;x 6;75 cl
3194;199005;AC COTEAUX DU LANGUEDOC PRIEURE ST JEAN;2013;BLC;x 6;75 cl
3195;199002;AC COTEAUX DU LANGUEDOC PRIEURE ST JEAN;2011;RGE;x 6;75 cl
3196;187002H;IGP DES CEVENNES;0;RSE;x 1;B05L
3197;187003H;IGP DES CEVENNES;0;BLC;x 1;B05L
3198;002037;AOP COSTIERES DE NIMES COMBES DE MEZIERES;2014;RGE;x 6;150 cl
3199;118077;ARMAGNAC RECOLTE 1993 ARIANE;1993;RGE;x 6;50 cl
3200;041016;AOP SAINT- ESTEPHE CH LES HAUTS DE PEZ;2012;RGE;x 6;75 cl
3201;CDH-001036;AC CHAMPAGNE BRUT SELECTION;0;BLC;x 1;Mathusalem
3202;002038;IGP GARD;0;BLC;x 1;B10L
3203;002039;IGP GARD;0;BLC;x 1;B05L
3204;049014;AC ENTRE DEUX MER CH FLAMAND BELLEVUE;2014;BLC;x 6;75 cl
3205;CDH-157005;IGP VALLEE DE LA LOIRE SAUVIGNON DOMAINE DE LA FOL;0;BLC;x 6;75 cl
3206;174020;(x4) AOP COTEAUX DU LANGUEDOC GARUS;0;RGE;x 4;B05L
3207;202010;VIN DE FRANCE ROSE FRUITE LOUERION;2014;RSE;x 1;B05L
3208;202015;AOP LUBERON LOUERION;2014;RGE;x 1;B05L
3209;219001H;AOP COTEAUX D'AIX EN PROVENCE LES VIGNERONS DU MIS;2014;RSE;x 1;B05L
3210;048003B;AC PUISSEGUIN ST EMILION;2012;RGE;x 6;75 cl
3217;220007H;IGP GAMAY COMTE TOLOSAN - CAVE DE LA BASTIDE;0;RGE;x 1;B05L
3221;220020H;IGP COMTE TOLOSAN - LEO & CO;2014;RGE;x 6;75 cl
3222;220021H;IGP COMTE TOLOSAN - LEO & CO;2015;RSE;x 6;75 cl
3223;220022H;IGP COMTE TOLOSAN - LEO & CO;2015;BLC;x 6;75 cl
3229;220028H;AOP GAILLAC - HOMMAGE A LA TRUFFE;2014;RGE;x 6;75 cl
3230;220029H;AOP GAILLAC - HOMMAGE A LA TRUFFE;2012;BLC;x 6;75 cl
3233;174003;IGP CARIGNAN - PETIT LOUP;2014;RGE;x 6;75 cl
3234;221001H;AOP IROULEGUY DOMAINE MOURGUY;2013;RGE;x 6;75 cl
3236;160004H;AOP COTES DU RHONE DME LACOSTE DUPUY;2013;RGE;x 6;75 cl
3237;204008H;IGP VIOGNIER DME DU BON REMEDE;2014;BLC;x 6;75 cl
3238;201026;IGP VAUCLUSE BALLADE DE COLLINE;2014;RGE;x 6;75 cl
3239;201027;IGP VAUCLUSE BALLADE DE COLLINE;2014;RSE;x 6;75 cl
3240;143003;AC COTEAUX DU GIENNOIS CUVEE CHICAGO;2014;RGE;x 6;75 cl
3241;049009;AC BORDEAUX CHATEAU LAUDUC;2014;RSE;x 6;75 cl
3242;CDH-556007;VIN DE PORTO;0;RSE;x 6;75 cl
3243;CDV049023;AC BORDEAUX FLAMAND BELLEVUE;2013;RGE;x 12;37.5 cl
3244;052323;CH GUILLEMIN GAFFELIERE AC ST EMILION GRAND CRU;2010;RGE;x 6;75 cl
3245;222001H;CHATEAU-CHALON - VIN JAUNE - DME GRAND;2008;BLC;x 6;70 cl
3246;222002H;COTES DU JURA - PINOT NOIR - DME GRAND;2013;RGE;x 6;75 cl
3247;222003H;COTES DU JURA - TROUSSEAU - DME GRAND;2014;RGE;x 6;75 cl
3248;222004H;COTES DU JURA - CHARDONNAY - DME GRAND;2013;BLC;x 6;75 cl
3249;222005H;COTES DU JURA - SAVAGNIN - DME GRAND;0;BLC;x 6;75 cl
3250;223001H;AOP CORNAS - DOM JOHANN MICHEL;2014;RGE;x 6 CB;75 cl
3251;202007;VDF ROSE FRUITE MUSCAT DE HAMBOURG;2013;RSE;x 6;75 cl
3252;CDV002903;IGP OC MERLOT;0;RGE;x 1;B20L
3253;CDH-196001;BARRIOBERO JOVEN RIOJA;0;RGE;x 6;75 cl
3254;035014;AC SAINT NICOLAS DE BOURGUEIL;2012;RGE;x 3;150 cl
3255;171003H;AOP COTES DU RHONE DOMAINE CABOTTE;0;BLC;x 6;75 cl
3256;002040;AOP COSTIERES DE NIMES PRESTIGE;2015;RGE;x 6;75 cl
3257;224001H;AOP COTEAUX DU LYONNAIS - DOM. PETIT FROMENTIN;0;RGE;x 1;B10L
3258;224002H;AOP COTEAUX DU LYONNAIS - DOM. PETIT FROMENTIN;0;RGE;x 1;B05L
3259;224003H;AOP COTEAUX DU LYONNAIS - DOM. PETIT FROMENTIN;2013;RGE;x 6;75 cl
3261;225001H;AOP SAVENNIERES - CROIX PICOT - DOM. FL;2012;BLC;x 6;75 cl
3263;CDH-220005;AOP COTES DU JURA SAVAGNIN DME GRAND;2012;RGE;x 6;75 cl
3264;CDH-220004;AOP COTES DU JURA CHARDONNAY DME GRAND;2012;BLC;x 6;75 cl
3265;CDH-220002;AOP COTES DU JURA PINOT NOIR DME GRAND;2013;RGE;x 6;75 cl
3266;CDH-220003;AOP COTES DU JURA TROUSSEAU DME GRAND;2013;RGE;x 6;75 cl
3267;CDV169012;AOP BORDEAUX CH MESSAYA;0;RGE;x 12 CB;37.5 cl
3268;CDH-801009;AOP HAUTES COTES DE BEAUNE DME FRANCOIS CHARLES;2014;RGE;x 3 CB;150 cl
3269;202008;MUSCAT - PETITS GRAINS - LOUERION;2014;BLC;x 6;75 cl
3270;202012;AOP LUBERON - TERRARMONIE - LOUERION;2013;RGE;x 6;75 cl
3271;202013;AOP LUBERON - TERRARMONIE - LOUERION;2013;RSE;x 6;75 cl
3272;CDV096007;AC GRAVES CHATEAU DE L'HOSPITAL;2009;RGE;x 6;150 cl
3273;153006;AC PETIT CHABLIS;2014;BLC;x 6;75 cl
3274;227001H;IGP PAYS D'OC MOURVEDRE LES JAMELLES;2013;RGE;x 6;75 cl
3275;227002H;IGP PAYS D'OC SYRAH LES JAMELLES;2014;RGE;x 6;75 cl
3276;227003H;IGP PAYS D'OC PINOT NOIR LES JAMELLES;2013;RGE;x 6;75 cl
3277;227004H;IGP PAYS D'OC CHARDONNAY LES JAMELLES;2014;BLC;x 6;75 cl
3278;227005H;IGP PAYS D'OC VIOGNIER LES JAMELLES;2013;BLC;x 6;75 cl
3279;227010H;IGP PAYS D'OC MERLOT (BIO) LES JAMELLES BIO;2014;RGE;x 6;75 cl
3280;227011H;IGP PAYS D'OC CHARDONNAY (BIO) LES JAMELLES BIO;2014;BLC;x 6;75 cl
3281;CDH-225001;AOP SAVENNIERES CROIX PICOT DOMAINE FL;2012;BLC;x 6;75 cl
3282;CDH-049027;AOP BORDEAUX SUP CH LAUDUC;2003;RGE;x 6;150 cl
3283;CDV002021;AOP COSTIERES DE NIMES CUVEE PRESTIGE;2011;BLC;x 6;75 cl
3284;CDH-561003;AC MARGAUX CH RAUZAN GASSIE;2009;RGE;x 12 CB;75 cl
3286;220009H;IGP SAUVIGNON COMTE TOLOSAN - CAVE DE LA BASTIDE;2014;BLC;x 1;B05L
3287;041001/10;AC ST ESTEPHE CH TOUR DE PEZ;2010;RGE;x 6;75 cl
3288;CDV041001/09;AC SAINT-ESTEPHE CH TOUR DE PEZ CAISSE BOIS;2009;RGE;x 6;75 cl
3289;CDH-222001;AOP CHATEAU CHALON - VIN JAUNE - DME GRAND BLANC;2007;BLC;x 6;62 cl
3291;137004;IGP PAYS D'OC MAS DES CABRES;2014;BLC;x 6;75 cl
3292;CDH-188003;AOP TAVEL DME CORNELOUP;2014;RSE;x 12 CB;37.5 cl
3293;094004;AOP MOULIS EN MEDOC CH GRANINS GD POUJEAUX;2012;RGE;x 6;75 cl
3294;154003H;AOP MERCUREY DME DE SUREMAIN;2013;BLC;x 6;75 cl
3295;228001H;AOP  LE BLANC DME TURNER PAGEOT;2013;BLC;x 6;75 cl
3296;228002H;AOP LANGUEDOC LE ROUGE TURNER PAGEOT;2012;RGE;x 6;75 cl
3298;CDV175002;AOP CHEVERNY DME MAISON PERE & FILS;2010;RGE;x 6;75 cl
3299;227006H;IGP PAYS D'OC MALBEC LES JAMELLES;0;RGE;x 6;75 cl
3300;227007H;IGP PAYS D'OC CARIGNAN LES JAMELLES;0;RGE;x 6;75 cl
3301;CDH-178002;IGP D OC VIOGNIER CASTELNAU;2014;BLC;x 6;75 cl
3302;CDH-801008;AOP¨BEAUNE 1ER CRU LES BOUCHEROTTES;2010;RGE;x 6;75 cl
3303;012008H;DME CP-GALHAN VDP DUCHE D'UZES AMANLIE;2014;BLC;x 6;75 cl
3304;178016H;IGP PAYS D'OC L'EPICERIE DE CASTELNAU (bouchon);2014;RSE;x 6;75 cl
3305;178017H;IGP PAYS D'OC L'EPICERIE DE CASTELNAU (bouchon);2014;BLC;x 6;75 cl
3306;210004H;AOP MINERVOIS GRANDE RESERVE DME PUJOL-IZARD;2012;RGE;x 6;75 cl
3307;214002H;"IGP COMTE TOLOSAN MERLOT TANNAT ""ETC"" Vign du Quer";2014;RGE;x 6;75 cl
3308;CDV002014;VDT C. GALLICIAN;0;RSE;x 1;B10L
3309;CDV002036;IGP D'OC MERLOT - CARTON GALLICIAN;0;RGE;x 1;B10L
3310;CDV059025;IGP MEDITERRANEE TERES;2014;RSE;x 6;75 cl
3313;036008;IGP SAINT GUILHEM LE DESERT GRENACHE;2014;BLC;x 1;B10L
3314;036030;IGP SAINT GUILHEM LE DESERT GRENACHE;2014;BLC;x 6;75 cl
3315;CDH-204003;VENTOUX;0;RSE;x 1;B10L
3316;CDH-204004;VENTOUX;1990;RSE;x 1;B05L
3317;CDH-204002;VENTOUX;1990;RGE;x 1;B05L
3318;212002;AOP CAHORS CUVEE MYTHIQUE;0;RGE;x 6;75 cl
3319;051010/11;CLOS TRIMOULET AC ST EMILION GD CRU;2012;RGE;x 6;75 cl
3321;164005/12;AC ST EMILION GD CRU CH JUCALIS;2012;RGE;x 6;75 cl
3322;CDV095011;DOMAINE FILLON AC CHABLIS VIEILLE VIGNES;2011;BLC;x 6;75 cl
3324;119005;MINERVOIS DOMAINE DES HOMS;2013;RGE;x 6;150 cl
3325;CDV052046;CLOS DE RAMAGE AC HAUT MEDOC;2005;RGE;x 6;150 cl
3327;070002H;EL GRANO CARMENERE VIN DU CHILI;2015;RGE;x 6;75 cl
3331;196001H;SENORIO BARIOBERO JOVEN DE RIOJA;2015;RGE;x 12 CB;75 cl
3332;563001H;AC POMEROL BEAU SOLEIL;2012;RGE;x 6;75 cl
3333;070015H;EL PODA CORTA VIN DU CHILI;2011;RGE;x 6;75 cl
3334;212002H;AOP CAHORS CUVEE MYTHIQUE;2011;RGE;x 6;75 cl
3335;CDV114006;GAMAY TOURAINE DE LA CHAISE;2013;RGE;x 12 CB;37.5 cl
3336;CDH-187011;IGP CEVENNES CAVE DE TORNAC;2014;RGE;x 1;B10L
3337;CDH-171003;AOP COTES DU RHONE DOMAINE CABOTTE;0;BLC;x 6;75 cl
3338;191005H;AC VIN DE SAVOIE ABYMES CH DE LA VIOLETTE;2014;BLC;x 6;75 cl
3339;CDH-564001;AOC MARGAUX AURORE DE DAUZAC;2013;RGE;x 6;75 cl
3340;CDH-564002;AOC PAUILLAC RESERVE DE LA COMTESSE;2007;RGE;x 6;75 cl
3341;CDH-564003;AOC ST ESTEPHE LA CHAPELLE DE CALON;2011;RGE;x 6;75 cl
3342;CDH-564004;AOC ST JULIEN AMIRAL DE BEYCHEVELLE;2011;RGE;x 6;75 cl
3343;CDH-564005;AOC MARGAUX LA SIRENE DE GISCOURS;2006;RGE;x 12 CB;75 cl
3344;226001;AOP BLANQUETTE LIMOUX PREM. BULLES;0;BLC;x 6;75 cl
3345;229001;AOP BEAUJOLAIS NOUVEAU DME DU BOIS DU JOUR;2016;RGE;x 6;75 cl
3346;229002;AOP BEAUJOLAIS NOUVEAU DME DU BOIS DU JOUR;2016;RGE;x 1;B10L
3347;229003;AOP BEAUJOLAIS NOUVEAU DME DU BOIS DU JOUR;2016;RGE;x 1;B05L
3348;229005;AOP BEAUJOLAIS DME DU BOIS DU JOUR;2014;BLC;x 6;75 cl
3349;229006;AOP BOURGOGNE DME DU BOIS DU JOUR;2015;BLC;x 6;75 cl
3350;229007;AOP BEAUJOLAIS VIEILLES VIGNES DME DU BOIS DU JOUR;2013;RGE;x 6;75 cl
3351;229008;AOP COTEAUX BOURGUIGNON DME DU BOIS DU JOUR;2014;RGE;x 6;75 cl
3352;CDH-171002;CABOTTE CUVEE YVONNE;2009;RGE;x 6;75 cl
3353;CDH-805004;GEVREY CHAMBERTIN 1ER CRU LES FONTENYS;2012;RGE;x 6;75 cl
3354;201900;AOP COTES DU RHONE PRIMEUR MAGIE D'UNE TERRE;2015;RGE;x 6;75 cl
3355;052600;CH LA NERE AOP LOUPIAC;2005;BLC;x 6;75 cl
3356;074200;AOP GIGONDAS LE BRUT DE FOUDRE;2012;RGE;x 4;150 cl
3357;074201;AOP VACQUEYRAS BEAUMIRAIL CAISSE BOIS;2012;RGE;x 4;150 cl
3358;074202;AOP BEAUMES DE VENISE TERRISSIMO CAISSE BOIS;2014;RGE;x 4;150 cl
3359;074203;AOP VACQUEYRAS LES PRIMAIRES;2012;RGE;x 6;75 cl
3360;074204;AOP GIGONDAS LA REFERENCE;2010;RGE;x 6;75 cl
3361;CDH-230001;AOP ST ROMAIN BLC DME BOUT MONDE;2012;BLC;x 12 CB;75 cl
3362;CDH-230002;AOP ST AUBIN BLC 1ER CRU DME MEIX;2014;BLC;x 6 CB;75 cl
3364;CDH-230003;AOP ST AUBIN RGE 1ER CRU DME MEIX;2013;RGE;x 6 CB;75 cl
3365;201028;IGP VIOGNIER  BALLADE DE COLLINE;2014;BLC;x 6;75 cl
3366;229004;AOP BEAUJOLAIS NOUVEAU DME DU BOIS DU JOUR;2015;RSE;x 6;75 cl
3367;229009;AOP COTEAUX BOURGUIGNON DME DU BOIS DU JOUR;2014;RGE;x 6;150 cl
3368;229020;AOP CREMANT DE BOURGOGNE DME BOIS DU JOUR;2015;BLC;x 6;75 cl
3369;229021;ECLAT DE ROSE DME BOIS DU JOUR;0;RSE;x 6;75 cl
3370;CDH-801005;"VOLNAY 1ER CRU ""FREMIETS""";2012;RGE;x 6;75 cl
3371;012002H;IGP CEVENNES LES FRIGOULIERS DME CAMP GALHAN;2014;RGE;x 6;75 cl
3372;012003H;IGP CEVENNES LES FRIGOULIERS DME CAMP GALHAN;2014;BLC;x 6;75 cl
3373;012010H;AOP DUCHE D'UZES LES PERRASSIERES DME CAMP GALHAN;0;RGE;x 6;75 cl
3374;CDH-222004;AOP COTES DU JURA CHARDONNAY;2012;BLC;x 6;75 cl
3375;100002H;COTES ROTIES CEDRIC PARPETTE;0;RGE;x 6;75 cl
3376;CDV162005;JOUCLARY CUVEE GUILLAUME;2012;RGE;x 6;75 cl
3377;CDV162006;JOUCLARY CUVEE GUILLAUME;1990;RGE;x 6;150 cl
3378;CDV025041;AOP LIMOUX LAS GRAVAS;2013;BLC;x 6;75 cl
3379;153012;BOURGOGNE EPINEUIL PINOT NOIR GARNIER;2014;RGE;x 6;75 cl
3380;CDV010051;AOP VOUVRAY MOELLEUX GAILLARD;0;BLC;x 6;75 cl
3381;201030;AOP COTES DE RHONE PRIMEUR;2015;RGE;x 6;75 cl
3382;CDV164011;MAGNUM JUPILLE CARILLON;2010;RGE;x 1;150 cl
3383;CDH-231001;IGP MARSANNE CAVE SAINT DESIRAT;2014;BLC;x 6;75 cl
3384;CDH-801010;AOP MEURSAULT DME FRANCOIS CHARLES;2013;BLC;x 6;75 cl
3385;CDH-030003;AOC BORDEAUX  CHATEAUX LAPEYRERE;0;RGE;x 12 CB;37.5 cl
3386;CDH-041020;AOP SAINT ESTEPHE TOUR DE PEZ;2009;RGE;x 6;150 cl
3387;CDH-001031;AC CHAMPAGNE EXTRA BRUT SELECTION - CHAMPAGNE PANN;0;BLC;x 6;75 cl
3388;215002H;AOP HAUT-MEDOC CH TOUR MARCILLANET;2010;RGE;x 6;150 cl
3389;048006B;AOP PUISSEGUIN ST EMILION CH GUIBEAU;2012;RGE;x 6;150 cl
3390;230001H;AOP ST ROMAIN DME LE BOUT DU MONDE;2012;BLC;x 6;75 cl
3391;CDV041020;MAGNUM TOUR DE PEZ;2013;RGE;x 6;150 cl
3392;CDH-0730013;AOP POMEROL CHATEAU BEAU SOLEIL;2011;RGE;x 1;150 cl
3393;CDH-001033;RATAFIA PANNIER;0;BLC;x 6;75 cl
3394;CDV124011;LALANDE DE POMEROL CH. BECHEREAU;2011;RGE;x 6;75 cl
3395;232001H;AOP COTES DE RHONE VALREAS DME VALLEE DES GRIVES;2012;RGE;x 6;75 cl
3396;CDV143003;GIENNOIS CUVEE CHICAGO;2015;RGE;x 6;75 cl
3397;CDV226002;AOP BLANQUETTE DE LIMOUX METHODE TRAD PREMIERE BUL;0;BLC;x 6;150 cl
3398;805005H;AOP MARSANNAY DME HUGUENOT;2014;BLC;x 6;75 cl
3399;805007H;AOP MARSANNAY DME HUGUENOT;2014;RGE;x 6;75 cl
3400;CDH-991003;ETUI KRAFT 3 BOUTEILLES;0;;x 3;75 cl
3402;CDV201003;IGP ORANGE LES COTEAUX DU RHONE;1990;RSE;x 1;B05L
3403;118103;ARMAGNAC RECOLTE 1995 ARIANE en caissette bois;1995;RGE;x 6;50 cl
3404;CDH-223001;CORNAS - JOHANN MICHEL;2014;RGE;x 6;75 cl
3405;084050;"AOP CORBIERES ""MAUVAISE REPUTATION""";2012;RGE;x 6;75 cl
3406;041001/12;AC ST ESTEPHE CH TOUR DE PEZ;2012;RGE;x 6;75 cl
3407;233001H;AOP COTES DE PROVENCE SECRETS DE COMPTOIR;2015;RSE;x 6;75 cl
3409;180003H;AOP MEDOC CH. DE LA BRANNE;2012;RGE;x 12 CB;75 cl
3410;168003;AOP GRAVES LA ROSE SARRON;2014;RGE;x 12 CB;37.5 cl
3411;012004H;IGP CEVENNES LES FRIGOULIERS 100% CHARDONNAY DME C;0;BLC;x 6;75 cl
3412;235001H;IGP ILE DE BEAUTE CASANOVA;2015;RSE;x 6;75 cl
3413;235002H;AOP VIN DE CORSE PARALLELE CASANOVA;2015;RSE;x 6;75 cl
3414;235003H;MUSCAT PETILLANT CASANOVA OR;2015;BLC;x 6;75 cl
3415;169011;CHATEAU DE L'AUZE BERGERAC BLANC;2015;BLC;x 6;75 cl
3416;240001H;IGP ROUGE RESERVE DE GARDIAN;2015;RGE;x 6;75 cl
3417;240002H;IGP ROSE RESERVE DE GARDIAN;2015;RSE;x 6;75 cl
3418;240003H;"IGP MARSELAN NATURE ""SANS SOUFFRE AJOUTE""";2015;RGE;x 6;75 cl
3420;201031;IGP MEDITERRANNEE ROSE;2015;RSE;x 6;75 cl
3421;201032;IGP MEDITERRANNEE ROUGE;2015;RGE;x 6;75 cl
3422;234001H;BARMIOLI PROSECCO EXTRA DRY;0;BLC;x 6;75 cl
3423;134003;IGP VAUCLUSE LE PUY SAINT MARTIN;2014;RGE;x 6;75 cl
3424;174005;IGP PAYS D'OC LES SARDINES;2015;RGE;x 6;75 cl
3425;174006;IGP PAYS D'OC LES SARDINES;2015;RSE;x 6;75 cl
3426;174007;IGP PAYS D'OC LES SARDINES;2015;BLC;x 6;75 cl
3427;174009;AOP PIC SAINT LOUP LA DIABLESSE;2013;RGE;x 6;75 cl
3428;201017;IGP VAUCLUSE D'ORANGE CHASAN VERMENTINO;2015;BLC;x 1;B05L
3429;201018;IGP VAUCLUSE D'ORANGE VIOGNIER;2015;BLC;x 1;B03L
3430;123002H;V.DO CANFORRALES TEMPRANILLO;0;RGE;x 12 CB;75 cl
3431;CDH-096008;GRAVES HOSPITAL;2009;BLC;x 6;75 cl
3432;099023;"AOP LANGUEDOC ST GEORGES D'ORQUES ""PETITES PARCELL";2015;RGE;x 6;75 cl
3433;099022;"IGP D'OC SAUVIGNON ""HAUTS DE SENAUX""";0;BLC;x 6;75 cl
3434;084041;AOP CORBIERES ROSE AGRICOLE;2015;RSE;x 6;75 cl
3435;241001H;IGP MARSELAN LES GARRIGUES GRANDE RESERVE;2013;RGE;x 6;75 cl
3436;241002H;IGP CARIGNAN LES GARRIGUES GRANDE RESERVE;2013;RGE;x 6;75 cl
3437;241003H;IGP GRENACHE NOIR LES GARRIGUES GRANDE RESERVE;2013;RGE;x 6;75 cl
3438;241005H;IGP GRENACHE LES GARRIGUES GRANDE RESERVE;2014;BLC;x 6;75 cl
3439;241004H;IGP GRIS LES GARRIGUES GRANDE RESERVE;2015;RSE;x 6;75 cl
3440;241006H;AOP FITOU DME COURTAL;2012;RGE;x 6;75 cl
