ID;Reference;Designation;Mill;Coul;Cond;Cont;
2960;201015;AOP CDR VILLAGES MASSIF D'UCHAUX ARBOUSE;2013;RGE;x 6;75 cl;
2962;CDH-565001;AOP ST JULIEN CONNETABLE DE TALBOT;2010;RGE;x 6;75 cl;
2963;CDV035001;AOP SAINT NICOLAS DE BOURGUEIL;2012;RGE;x 6;75 cl;
2964;CDV201009;AOP COTES DU RHONE PATRICE NICOLAS;2013;RSE;x 6;75 cl;
2966;201022;IGP PRINCIPAUTE D'ORANGE;0;RSE;x 1;B03L;
2967;201023;AOP COTES DU RHONE;0;RGE;x 1;B03L;
2968;201020;AOP VACQUEYRAS (carton de 6 bib);0;RGE;x 6 CB;B03L;
2969;CDH-125003;AC SAUTERNES GRAND CARRETEY;0;BLC;x 12 CB;37.5 cl;
2970;002200;ROSE PAMPLEMOUSSE;0;RSE;x 1;B03L;
2971;164010;AOP SAINT EMILION JUPILLE CARILLON;0;RGE;x 1;B05L;
2974;164005/10;AOP ST EMILION GRAND CRU CHATEAU JUCALIS;2010;RGE;x 6;75 cl;
2976;059101;ICE PAMPLOON ROSE PAMPLEMOUSSE;0;RSE;x 6;75 cl;
2977;059104;ICE PAMPLOON BUBBLES;0;RSE;x 6;75 cl;
2978;059102;ICE NECTARINES BLANC;0;BLC;x 6;75 cl;
2979;059103;ICE GRIOTTES ROUGE;0;RGE;x 6;75 cl;
2980;CDV002017;IGP GARD GALLICIAN;0;RSE;x 1;B10L;
2981;204001H;AOP VENTOUX;0;RGE;x 1;B10L;
2986;204002H;AOP VENTOUX;0;RGE;x 1;B05L;
2987;204003H;AOP VENTOUX;0;RSE;x 1;B10L;
2988;204004H;AOP VENTOUX;0;RSE;x 1;B05L;
2989;CDH-180002;AOP MEDOC CHATEAU DE LA BRANNE;2010;RGE;x 6;75 cl;1
2991;205001;IGP COTES DE GASCOGNE SEC COLOMBARD G-MANSENG MISELLE;2015;BLC;x 6;75 cl;
2992;205002;IGP COTES DE GASCOGNE MISELLE;2015;RSE;x 6;75 cl;
2993;205003;IGP COTES DE GASCOGNE PETIT MANSENG MISELLE;2014;BLC;x 6;75 cl;
2994;205004;IGP COTES DE GASCOGNE MERLOT-TANNAT MISELLE;2014;RGE;x 6;75 cl;
2995;675001;EMBALLAGE BLANC BIB  5L;0;;x 1;B05L;
2998;206001H;IGP PAYS D'OC CHARDONNAY BACHELLERY;2013;BLC;x 6;75 cl;
2999;206002H;IGP PAYS D'OC GRENACHE BACHELLERY;2012;RGE;x 6;75 cl;
3000;206003H;IGP PAYS D'OC PINOT NOIR BACHELLERY;2015;RGE;x 6;75 cl;
3001;206004H;IGP PAYS D'OC ROUSSANNE VERMENTINO BLANC DOMAINE DE MUS;2014;BLC;x 6;75 cl;
3002;206005H;IGP PAYS D'OC GRENACHE CINSAULT ROSE DOMAINE DE MUS;2014;RSE;x 6;75 cl;
3003;206006H;IGP PAYS D'OC CABERNET FRANC ROUGE DOMAINE DE MUS;2015;RGE;x 6;75 cl;
3006;CDH-206005;IGP PAYS D'OC DOMAINE DE MUS;2014;RSE;x 12 CB;75 cl;
3007;CDH-206006;IGP PAYS D'OC DOMAINE DE MUS;2012;RGE;x 6;75 cl;
3008;CDH-199003;AOP COTEAUX DU LANGEUDOC CROIX DE BEBIAN;2011;RGE;x 6;75 cl;
3009;CDH-199004;AOP COTEAUX DU LANGUEDOC CROIX DE BEBIAN;2013;BLC;x 6;75 cl;
3010;CDH-199005;AOP COTEAUX DU LANGEUDOC PRIEURE SAINT-JEAN DE BEBIAN;2012;BLC;x 6;75 cl;
3011;046020;AOP COTEAUX DU LANGUEDOC ENFANT TERRIBLE;2013;RGE;x 6;75 cl;
3012;046025;IGP MONTBAUDILE LES IV PIERRES;2014;BLC;x 6;75 cl;
3016;204005H;AOP VENTOUX ANTHERA;2015;RGE;x 6;75 cl;
3017;204006H;AOP VENTOUX PENSEE SAUVAGE;2015;RSE;x 6;75 cl;
3018;204007H;AOP VENTOUX LA GRANGE DELAY;2013;RGE;x 6;75 cl;
3019;099020;IGP PAYS D'OC SIMPLEMENT ORMARINE;2013;RSE;x 6;75 cl;
3020;099021;IGP PAYS D'OC SIMPLEMENT ORMARINE;2015;BLC;x 6;75 cl;
3021;209001H;AOP VOUVRAY DOMAINE DU PETIT COTEAU;2013;BLC;x 6;75 cl;
3025;199001;AOP COTEAUX DU LANGUEDOC CHAPELLE DE BEBIAN;2012;RGE;x 6;75 cl;
3026;CDV-199002;AOP COTEAUX DU LANGUEDOC PRIEURE ST JEAN DE BEBIAN;2010;RGE;x 6;75 cl;
3027;199003;AOP COTEAUX DU LANGUEDOC LA CROIX DE BEBIAN;2015;RGE;x 6;75 cl;
3028;199004;IGP PAYS D'OC LA CROIX DE BEBIAN;2014;BLC;x 6;75 cl;
3029;CDV-199005;AC COTEAUX DU LANGUEDOC PRIEURE ST JEAN DE BEBIAN;2012;BLC;x 6;75 cl;
3031;207001H;AOP CLAIRETTE DE DIE TRADITION;0;BLC;x 6;75 cl;
3032;CDH-187002;IGP CEVENNES ROSE;2013;RSE;x 1;B05L;
3033;CDH-187003;IGP CEVENNES BLANC;0;BLC;x 1;B05L;
3034;CDH-187004;IGP CEVENNES ROUGE;0;RGE;x 6;75 cl;
3035;CDH-187005;IGP CEVENNES ROSE;2013;RSE;x 6;75 cl;
3036;CDH-187006;IGP CEVENNES BLANC;2013;BLC;x 6;75 cl;
3037;CDV099020;IGP D'OC SIMPLEMENT ORMARINE;2013;RSE;x 6;75 cl;
3038;CDV099021;IGP D'OC SIMPLEMENT ORMARINE;2015;BLC;x 6;75 cl;
3043;CDV199005;AOP COTEAUX DU LANGUEDOC PRIEURE ST JEAN DE BEBIAN;2013;BLC;x 6;75 cl;
3045;CDV114010;AOP TOURAINE SAUVIGNON;0;BLC;x 1;B10L;
3046;210001H;AOP MINERVOIS Tradition DOMAINE PUJOL-IZARD;2014;RGE;x 6;75 cl;
3047;210002H;AOP MINERVOIS DOMAINE PUJOL-IZARD;0;RGE;x 1;B05L;
3048;210003H;AOP MINERVOIS DOMAINE PUJOL-IZARD;0;RGE;x 1;B10L;
3050;CDV019003;AOP BORDEAUX SUPERIEUR CHATEAU LES HAUTS DE PEREY;2012;RGE;x 6;75 cl;1
3051;CDV062021;AOP GRAVES CHATEAU CARBON D'ARTIGUES;2013;BLC;x 6;75 cl;1
3052;CDH-187007;IGP CEVENNES RGE;0;RGE;x 4;B03L;
3053;CDH-187008;IGP CEVENNES RSE;0;RSE;x 4;B03L;
3054;CDH-187009;IGP CEVENNES BLC;0;BLC;x 4;B03L;
3055;160002H;IGP GARD CHAMPETRE;2014;RGE;x 12;75 cl;
3056;CDV075001;AOP MEDOC CHATEAU LE BREUIL RENAISSANCE;2008;RGE;x 12;75 cl;
3057;188002H;AOP LIRAC DOMAINE CORNE-LOUP;2012;RGE;x 6;75 cl;
3058;CDV002018;IGP GARD GALLICIAN;0;RSE;x 1;B05L;
3059;211001H;AOP COTEAUX DE L'AUBANCE DOMAINE DES ROCHETTES;2014;BLC;x 6;75 cl;
3060;203002H;AOP COTES DE BOURG CHATEAU HAUT GUIRAUD;2012;RGE;x 6;75 cl;1
3063;CDV164003;AOP SAINT EMILION JUPILLE CARILLON;2009;RGE;x 12;37.5 cl;
3064;CDV201025;IGP ORANGE ROSE;0;RSE;x 1 CB;B03L;
3065;162004;AOP CABARDES CUVEE GUILLAUME;2013;RGE;x 6;75 cl;
3066;192001H;VIN DE FRANCE LES FILLES DE LA GUINGUETTE;2013;RGE;x 6;75 cl;
3067;CDV202002;IGP VAUCLUSE;2013;RSE;x 6;75 cl;
3068;CDV202003;IGP VAUCLUSE;2013;BLC;x 6;75 cl;
3069;084037;AOP CORBIERES LE JARDIN DU PARADIS;0;RGE;x 6;75 cl;
3070;084038;AOP CORBIERES LE JARDIN DU PARADIS;0;RGE;x 6;150 cl;
3072;084040;AOP CORBIERES SOLEIL LIQUIDE;0;RGE;x 6;150 cl;
3073;CDV035008;AOP BOURGUEIL DOMAINE OLIVIER;0;RGE;x 1;B05L;
3074;CDV094002;AOP MOULIS EN MEDOC GRAND POUJEAUX;0;RGE;x 12;37.5 cl;
3076;040021;AOP COTES DE BOURG SALMANAZAR ( 9 L ) CAISSE BOIS;2011;RGE;x 1;62 cl;
3077;192002H;AOP SAINT CHINIAN METISSE MARQUISE DES MURES;2010;RGE;x 6;75 cl;
3078;CDH-012001;IGP DES CEVENNES PIERRES CHAUDES;2013;RGE;x 6;75 cl;
3079;196002H;RIBERA DEL DUERO SAN QUIRCE;2012;RGE;x 6;75 cl;
3080;059027;IGP MEDITERRANEE TERES;0;RSE;x 1;B10L;
3081;084004;LA BUVETTE CASTELMAURE (x6);0;RGE;x 6;75 cl;
3082;CDH-165012;AOP CABERNET D'ANJOU;0;RSE;x 1;B10L;
3083;CDV040021;AOP COTES DE BOURG SALMANAZAR 9L;2011;RGE;x 1;LITRE;
3085;211002;IGP CEVENNES SYRAH JARDIN DES IRIS;2014;RSE;x 6;75 cl;
3086;211003;IGP CEVENNES CHARDONNAY JARDIN DES IRIS;2014;BLC;x 6;75 cl;
3088;211010;IGP PAYS D'OC MERLOT JARDIN DES IRIS;2014;RGE;x 1;B03L;
3089;211011;IGP PAYS D'OC SYRAH JARDIN DES IRIS;2014;RSE;x 1;B03L;
3090;211012;IGP PAYS D'OC CHARONNAY JARDIN DES IRIS;2014;BLC;x 1;B03L;
3092;211001;IGP CEVENNES MERLOT SYRAH JARDIN DES IRIS;2014;RGE;x 6;75 cl;
3093;002032;IGP PAYS D'OC CABERNET SAUVIGNON;2012;RGE;x 6;75 cl;
3094;002033;AOP COSTIERES DE NIMES;0;RGE;x 1;B03L;
3095;002034;AOP COSTIERES DE NIMES;0;RSE;x 1;B03L;
3096;002035;AOP COSTIERES DE NIMES;0;BLC;x 1;B03L;
3097;CDV035002;AOP ST NICOLAS DE BOURGUEIL;2012;RGE;x 12;37.5 cl;
3098;CDV173012;MUSCAT;2012;BLC;x 6;75 cl;
3099;036011;IGP ST GUILHEM LE DESERT;0;RGE;x 1;B05L;
3100;CDV173013;AOP RIESLING;0;BLC;x 12;37.5 cl;
3102;201016;AOP COTES DU RHONE MAGIE D'UNE TERRE;2014;RGE;x 12;37.5 cl;
3103;184003H;AOP CREMANT DE LOIRE DOMAINE GAGNEBERT;0;BLC;x 6;75 cl;
3104;037003;AOP CHINON;2014;RGE;x 6;75 cl;
3105;058004H;AOP HAUT-MEDOC LA PETITE DEVISE;2011;RGE;x 6;75 cl;1
3106;052066;AOP BORDEAUX CHATEAU DE BELCIER;2009;RGE;x 6;75 cl;
3107;052067;CHATEAU RAMAGE LA BATISSE AOP HAUT-MEDOC CRU BOURGEOIS;2006;RGE;x 6;75 cl;
3108;213001H;AOP MADIRAN DOMAINE DU MOULIE;0;RGE;x 6;75 cl;
3110;CDV086001P;AOP COTES DE DURAS;0;RGE;x 1;B10L;
3111;CDV086002P;AOP COTES DE DURAS;0;RGE;x 1;B05L;
3112;107005H;AOP MARGAUX DEYREM VALENTIN;2012;RGE;x 6;75 cl;
3113;107006H;AOP MARGAUX DEYREM VALENTIN;2012;RGE;x 6;150 cl;
3114;048003;AOP PUISSEGUIN ST EMILION;2009;RGE;x 6;75 cl;1
3116;212001H;AOP CAHORS La Rangee du Cure DOMAINE CAPELANEL;2014;RGE;x 6;75 cl;
3117;095017;AOP CHABLIS;0;BLC;x 1;B10L;
3119;214001H;IGP COMTE TOLOSAN MALBEC CABERNET FRANC;0;RGE;x 6;75 cl;
3120;215001H;AOP HAUT MEDOC CHATEAU TOUR MARCILLANET;2011;RGE;x 6;75 cl;1
3121;216001H;AOP PREMIERES COTES DE BLAYE LES GRAVES DAVID;2012;RGE;x 6;75 cl;1
3122;CDH-187010;IGP DES CEVENNES;0;RSE;x 1;B10L;
3123;176001H;UTIEL REQUENA ARANLEON CRIANZA;2009;RGE;x 6;75 cl;
3124;176004H;UTIEL REQUENA ARANLEON AHORA;2011;RGE;x 6;75 cl;
3125;011004;AOP VOUVRAY METHODE TRADITIONNELLE BRUT CUVEE ZERO;0;BLC;x 6;75 cl;
3126;011006;AOP VOUVRAY ARGILEX;2015;BLC;x 6;75 cl;
3127;062043;BARRIQUE FUT DE CHENE;0;;x 1;75 cl;
3128;CDV062022;AOP GRAVES CARBON D'ARTIGUES;2013;BLC;x 24;37.5 cl;1
3129;CDH-206015;IGP PAYS D'OC BALLADE EN STRAMINER;0;BLC;x 6;75 cl;
3130;169005CB;AOP COTES DE CASTILLON CB 3 BOUTEILLES;2010;RGE;x 3;75 cl;1
3131;178008H;IGP PAYS D'OC MERLOT CABERNET;2015;RGE;x 6;75 cl;
3132;126005H;AOP MORGON DOMAINE DUBOST;2013;RGE;x 6;75 cl;
3133;126006H;AOP BROUILLY DOMAINE DUBOST;2013;RGE;x 6;75 cl;
3134;126007H;AOP MOULIN A VENT DOMAINE DUBOST;2013;RGE;x 6;75 cl;
3135;CDH-138010;AOP VENTOUX GAVOT DES ABEILLES;2011;RGE;x 6;75 cl;
3136;217001H;AOP COTES DU RHONE SEGURET CLOS DU JONCUAS;2014;RGE;x 6;75 cl;
3137;217002H;AOP VACQUEYRAS LA FOND DE PAPIER CLOS DU JONCUAS;2010;RGE;x 6;75 cl;
3138;217003H;AOP GIGONDAS CLOS DU JONCUAS;2012;RGE;x 6;75 cl;
3139;601006H;IGP COTES DE GASCOGNE GROS MANSENG;2013;BLC;x 12;37.5 cl;
3140;017001H;AOP JURANCON SEC TRADITION;2014;BLC;x 6;75 cl;
3141;017005H;AOP JURANCON SEC LA PIERRE BLANCHE;2011;BLC;x 6;75 cl;
3142;017010H;AOP JURANCON MOELLEUX;2012;BLC;x 6;75 cl;
3143;051002CB;AOP ST EMILION GRAND CRU CLOS TRIMOULET CAISSE BOIS;2010;RGE;x 3;75 cl;1
3144;CDV143002;AOP COTEAUX DU GIENNOIS;2012;BLC;x 6;75 cl;
3145;CDH-191006;AOP ROUSSETTE DE SAVOIE;0;BLC;x 6;75 cl;
3147;CDH-107002;AOP MARGAUX DEYREM VALENTIN;2009;RGE;x 6;75 cl;
3148;157005H;VDP DE LOIRE SAUVIGNON;2012;BLC;x 6;75 cl;
3149;041014;AOP ST ESTEPHE LES HAUTS DE PEZ;2011;RGE;x 12;37.5 cl;
3150;096007H;AOP GRAVES CHATEAU DE L'HOSPITAL;2009;RGE;x 6;150 cl;1
3151;169010;AOP COTES DE BORDEAUX LES HAUTS DE PERREAU BEL AIR;0;RGE;x 1;B05L;
3153;169009;AOP COTES DE BORDEAUX LES HAUTS DE PERREAU BEL AIR;0;RGE;x 1;B10L;
3154;211015;IGP PAYS D'OC MERLOT JARDIN DES IRIS;2014;RGE;x 1;B05L;
3155;211016;IGP PAYS D'OC SYRAH JARDIN DES IRIS;2014;RSE;x 1;B05L;
3156;211017;IGP PAYS D'OC CHARDONNAY JARDIN DES IRIS;2014;BLC;x 1 CB;B05L;
3157;125001H;AOP SAUTERNES CHATEAU GRAND CARRETEY;2011;BLC;x 6;75 cl;
3158;206015H;IGP PAYS D'OC BALLADE EN STRAMINER;2014;BLC;x 6;75 cl;
3159;002036;IGP PAYS D'OC MERLOT CAVE GALLICIAN;0;RGE;x 1;B10L;
3160;168020CB;AOP GRAVES CHATEAU LA ROSE SARRON CAISSE BOIS 3 BLLES;2011;RGE;x 3;75 cl;1
3163;CDH-059025;IGP MEDITERRANEE TERES;2013;RSE;x 6;75 cl;
3164;181508H;AOP ST JULIEN CHATEAU DU GLANA;2013;RGE;x 6;75 cl;
3165;181013H;AOP PAUILLAC CHATEAU DE BELLEGRAVE;2013;RGE;x 6;75 cl;
3168;CDH-182003;AOP ST ESTEPHE SEGUR DE CABANAC;2012;RGE;x 6;150 cl;
3169;CDH-182004;AOP ST JULIEN CHATEAU MOULIN DE LA ROSE;2012;RGE;x 6;150 cl;
3170;100001H;AOP COTE ROTIE DOMAINE PARPETTE;2014;RGE;x 6;75 cl;
3172;218001H;AOP SAUMUR CHAMPIGNY PLAISIR DE ST JEAN;2014;RGE;x 6;75 cl;
3174;CDH-158001;AOP POUILLY FUME DOMAINE BARDIN;2013;BLC;x 6;75 cl;
3175;CDV095017;AOP CHABLIS DOMAINE FILLON;2013;BLC;x 1;B10L;
3176;208001H;AOP COTEAUX DU LANGUEDOC LA DAME;2012;RGE;x 6;75 cl;
3177;208002H;IGP PAYS D'OC COTEAUX DE MURVIEL LA DIVA;2012;RGE;x 6;75 cl;
3178;208003H;IGP PAYS D'OC GRENACHE BLANC;2013;BLC;x 6;75 cl;
3179;178009H;IGP PAYS D'OC SAUVIGNON DOMAINE CASTELNAU;2015;BLC;x 6;75 cl;
3180;CDV199010;IGP PAYS D'OC L' AUTRE VERSANT BEBIAN;2011;RGE;x 6;75 cl;
3182;099013;IGP PAYS D'OC MUSCAT MOELLEUX DOUCEUR DU SUD;2016;BLC;x 6;75 cl;
3183;CDV049027;AOP BORDEAUX SUPERIEUR CHATEAU LAUDUC;2010;RGE;x 6;150 cl;1
3184;CDH-052100;AOP PAUILLAC CHATEAU PICHON LONGUEVILLE BARON;2009;RGE;x 6;75 cl;
3185;CDH-073105;AOP SAINT-JULIEN CHATEAU DUCRU BEAUCAILLOU;2009;RGE;x 6;75 cl;
3186;169003CB;AOP COTES DE CASTILLON HARMONIE;2010;RGE;x 6;75 cl;1
3187;CDH-178003;IGP PAYS D'OC SYRAH CASTELNAU;0;RGE;x 6;75 cl;
3188;CDV011010;AOP VOUVRAY TRANQUILLE SEC CLOS LA LANTERNE;2014;BLC;x 6;75 cl;
3189;CDH-156002;VIN CHAUD CANON DES NEIGES;0;RGE;x 1;B03L;
3190;CDH-156003;VIN CHAUD CANON DES NEIGES;0;RGE;x 1;B10L;
3191;178015H;IGP PAYS D'OC L'EPICERIE DE CASTELNAU (bouchon);2014;RGE;x 6;75 cl;
3192;CDH-178001;IGP PAYS D'OC CHARDONNAY;2013;BLC;x 6;75 cl;
3193;199006;IGP DE L'HERAULT L'AUTRE VERSANT;2011;RGE;x 6;75 cl;
3194;199005;AOP COTEAUX DU LANGUEDOC PRIEURE ST JEAN;2013;BLC;x 6;75 cl;
3195;199002;AOP COTEAUX DU LANGUEDOC PRIEURE ST JEAN;2011;RGE;x 6;75 cl;
3196;187002H;IGP DES CEVENNES;0;RSE;x 1;B05L;
3197;187003H;IGP DES CEVENNES;0;BLC;x 1;B05L;
3198;002037;AOP COSTIERES DE NIMES COMBES DE MEZIERES;2014;RGE;x 6;150 cl;
3199;118077;ARMAGNAC RECOLTE 1993 ARIANE;1993;RGE;x 6;50 cl;
3200;041016;AOP SAINT-ESTEPHE CHATEAU LES HAUTS DE PEZ;2012;RGE;x 6;75 cl;
3201;CDH-001036;CHAMPAGNE PANNIER BRUT SELECTION;0;BLC;x 1;Mathusalem;
3202;002038;IGP GARD;0;BLC;x 1;B10L;
3203;002039;IGP GARD;0;BLC;x 1;B05L;
3204;049014;AOP ENTRE DEUX MER CHATEAU FLAMAND BELLEVUE;2014;BLC;x 6;75 cl;1
3205;CDH-157005;IGP VALLEE DE LA LOIRE SAUVIGNON DOMAINE DE LA FOLLIETTE;0;BLC;x 6;75 cl;
3206;174020;AOP COTEAUX DU LANGUEDOC GARUS (x4) ;0;RGE;x 4;B05L;
3207;202010;VIN DE FRANCE ROSE FRUITE LOUERION;2014;RSE;x 1;B05L;
3208;202015;AOP LUBERON LOUERION;2014;RGE;x 1;B05L;
3209;219001H;AOP COTEAUX D'AIX EN PROVENCE LES VIGNERONS DU MIS;2014;RSE;x 1;B05L;
3210;048003B;AOP PUISSEGUIN SAINT EMILION CHATEAU GUIBEAU;2012;RGE;x 6;75 cl;1
3217;220007H;IGP GAMAY COMTE TOLOSAN - CAVE DE LA BASTIDE;0;RGE;x 1;B05L;
3221;220020H;IGP COMTE TOLOSAN - LEO & CO;2014;RGE;x 6;75 cl;
3222;220021H;IGP COMTE TOLOSAN - LEO & CO;2015;RSE;x 6;75 cl;
3223;220022H;IGP COMTE TOLOSAN - LEO & CO;2015;BLC;x 6;75 cl;
3229;220028H;AOP GAILLAC - HOMMAGE A LA TRUFFE;2014;RGE;x 6;75 cl;
3230;220029H;AOP GAILLAC - HOMMAGE A LA TRUFFE;2012;BLC;x 6;75 cl;
3233;174003;IGP CARIGNAN - PETIT LOUP;2014;RGE;x 6;75 cl;
3234;221001H;AOP IROULEGUY DOMAINE MOURGUY;2013;RGE;x 6;75 cl;
3236;160004H;AOP COTES DU RHONE DOMAINE LACOSTE DUPUY;2013;RGE;x 6;75 cl;
3237;204008H;IGP MEDITERRANNEE VIOGNIER DOMAINE DU BON REMEDE;2014;BLC;x 6;75 cl;
3238;201026;IGP VAUCLUSE BALLADE DE COLINE;2014;RGE;x 6;75 cl;
3239;201027;IGP VAUCLUSE BALLADE DE COLINE;2014;RSE;x 6;75 cl;
3240;143003;AOP COTEAUX DU GIENNOIS CUVEE CHICAGO;2014;RGE;x 6;75 cl;
3241;049009;AOP BORDEAUX CHATEAU LAUDUC;2014;RSE;x 6;75 cl;
3242;CDH-556007;VIN DE PORTO;0;RSE;x 6;75 cl;
3243;CDV049023;AOP BORDEAUX FLAMAND BELLEVUE;2013;RGE;x 12;37.5 cl;1
3244;052323;CHATEAU GUILLEMIN GAFFELIERE AOP ST EMILION GRAND CRU;2010;RGE;x 6;75 cl;
3245;222001H;AOP CHATEAU-CHALON - VIN JAUNE - DOMAINE GRAND;2008;BLC;x 6;70 cl;
3246;222002H;COTES DU JURA - PINOT NOIR - DOMAINE GRAND;2013;RGE;x 6;75 cl;
3247;222003H;COTES DU JURA - TROUSSEAU - DOMAINE GRAND;2014;RGE;x 6;75 cl;
3248;222004H;COTES DU JURA - CHARDONNAY - DOMAINE GRAND;2013;BLC;x 6;75 cl;
3249;222005H;COTES DU JURA - SAVAGNIN - DOMAINE GRAND;0;BLC;x 6;75 cl;
3250;223001H;AOP CORNAS - DOMAINE JOHANN MICHEL;2014;RGE;x 6 CB;75 cl;
3251;202007;VIN DE FRANCE ROSE FRUITE MUSCAT DE HAMBOURG;2013;RSE;x 6;75 cl;
3252;CDV002903;IGP PAYS D'OC MERLOT;0;RGE;x 1;B20L;
3253;CDH-196001;BARRIOBERO JOVEN RIOJA;0;RGE;x 6;75 cl;
3254;035014;AOP SAINT NICOLAS DE BOURGUEIL;2012;RGE;x 3;150 cl;
3255;171003H;AOP COTES DU RHONE DOMAINE CABOTTE;0;BLC;x 6;75 cl;
3256;002040;AOP COSTIERES DE NIMES PRESTIGE;2015;RGE;x 6;75 cl;
3257;224001H;AOP COTEAUX DU LYONNAIS DOMAINE DU PETIT FROMENTIN;0;RGE;x 1;B10L;
3258;224002H;AOP COTEAUX DU LYONNAIS DOMAINE DU PETIT FROMENTIN;0;RGE;x 1;B05L;
3259;224003H;AOP COTEAUX DU LYONNAIS DOMAINE DU PETIT FROMENTIN;2013;RGE;x 6;75 cl;
3261;225001H;AOP SAVENNIERES - CROIX PICOT - DOM. FL;2012;BLC;x 6;75 cl;
3263;CDH-220005;AOP COTES DU JURA SAVAGNIN DOMAINE GRAND;2012;RGE;x 6;75 cl;
3264;CDH-220004;AOP COTES DU JURA CHARDONNAY DOMAINE GRAND;2012;BLC;x 6;75 cl;
3265;CDH-220002;AOP COTES DU JURA PINOT NOIR DOMAINE GRAND;2013;RGE;x 6;75 cl;
3266;CDH-220003;AOP COTES DU JURA TROUSSEAU DOMAINE GRAND;2013;RGE;x 6;75 cl;
3267;CDV169012;AOP BORDEAUX CHATEAU MESSAYA;0;RGE;x 12 CB;37.5 cl;
3268;CDH-801009;AOP HAUTES COTES DE BEAUNE DOMAINE FRANCOIS CHARLES;2014;RGE;x 3 CB;150 cl;
3269;202008;MUSCAT - PETITS GRAINS - LOUERION;2014;BLC;x 6;75 cl;
3270;202012;AOP LUBERON - TERRARMONIE - LOUERION;2013;RGE;x 6;75 cl;
3271;202013;AOP LUBERON - TERRARMONIE - LOUERION;2013;RSE;x 6;75 cl;
3272;CDV096007;AOP GRAVES CHATEAU DE L'HOSPITAL;2009;RGE;x 6;150 cl;1
3273;153006;AOP PETIT CHABLIS;2014;BLC;x 6;75 cl;
3274;227001H;IGP PAYS D'OC MOURVEDRE LES JAMELLES;2013;RGE;x 6;75 cl;
3275;227002H;IGP PAYS D'OC SYRAH LES JAMELLES;2014;RGE;x 6;75 cl;
3276;227003H;IGP PAYS D'OC PINOT NOIR LES JAMELLES;2013;RGE;x 6;75 cl;
3277;227004H;IGP PAYS D'OC CHARDONNAY LES JAMELLES;2014;BLC;x 6;75 cl;
3278;227005H;IGP PAYS D'OC VIOGNIER LES JAMELLES;2013;BLC;x 6;75 cl;
3279;227010H;IGP PAYS D'OC MERLOT (BIO) LES JAMELLES BIO;2014;RGE;x 6;75 cl;
3280;227011H;IGP PAYS D'OC CHARDONNAY (BIO) LES JAMELLES BIO;2014;BLC;x 6;75 cl;
3281;CDH-225001;AOP SAVENNIERES CROIX PICOT DOMAINE FL;2012;BLC;x 6;75 cl;
3282;CDH-049027;AOP BORDEAUX SUPERIEUR CHATEAU LAUDUC;2003;RGE;x 6;150 cl;1
3283;CDV002021;AOP COSTIERES DE NIMES CUVEE PRESTIGE;2011;BLC;x 6;75 cl;
3284;CDH-561003;AOP MARGAUX CHATEAU RAUZAN GASSIE;2009;RGE;x 12 CB;75 cl;
3286;220009H;IGP SAUVIGNON COMTE TOLOSAN - CAVE DE LA BASTIDE;2014;BLC;x 1;B05L;
3287;041001/10;AOP ST ESTEPHE CHATEAU TOUR DE PEZ;2010;RGE;x 6;75 cl;
3288;CDV041001/09;AOP SAINT-ESTEPHE CHATEAU TOUR DE PEZ CAISSE BOIS;2009;RGE;x 6;75 cl;
3289;CDH-222001;AOP CHATEAU CHALON - VIN JAUNE - DOMAINE GRAND BLANC;2007;BLC;x 6;62 cl;
3291;137004;IGP PAYS D'OC MAS DES CABRES;2014;BLC;x 6;75 cl;
3292;CDH-188003;AOP TAVEL DOMAINE CORNE-LOUP;2014;RSE;x 12 CB;37.5 cl;
3293;094004;AOP MOULIS EN MEDOC CHATEAU GRANINS GRAND POUJEAUX;2012;RGE;x 6;75 cl;1
3294;154003H;AOP MERCUREY DOMAINE DE SUREMAIN;2013;BLC;x 6;75 cl;
3295;228001H;AOP LE BLANC DOMAINE TURNER-PAGEOT;2013;BLC;x 6;75 cl;
3296;228002H;AOP LANGUEDOC LE ROUGE TURNER-PAGEOT;2012;RGE;x 6;75 cl;
3298;CDV175002;AOP CHEVERNY DOMAINE MAISON PERE & FILS;2010;RGE;x 6;75 cl;
3299;227006H;IGP PAYS D'OC MALBEC LES JAMELLES;0;RGE;x 6;75 cl;
3300;227007H;IGP PAYS D'OC CARIGNAN LES JAMELLES;0;RGE;x 6;75 cl;
3301;CDH-178002;IGP PAYS D'OC VIOGNIER CASTELNAU;2014;BLC;x 6;75 cl;
3302;CDH-801008;AOP BEAUNE 1ER CRU LES BOUCHEROTTES;2010;RGE;x 6;75 cl;
3303;012008H;DOMAINE CAMP-GALHAN AOP DUCHE D'UZES AMANLIE;2014;BLC;x 6;75 cl;
3304;178016H;IGP PAYS D'OC L'EPICERIE DE CASTELNAU (bouchon);2014;RSE;x 6;75 cl;
3305;178017H;IGP PAYS D'OC L'EPICERIE DE CASTELNAU (bouchon);2014;BLC;x 6;75 cl;
3306;210004H;AOP MINERVOIS GRANDE RESERVE DOMAINE PUJOL-IZARD;2012;RGE;x 6;75 cl;
3307;214002H;"IGP COMTE TOLOSAN MERLOT TANNAT ""ETC"" Vignerons du Quercy";2014;RGE;x 6;75 cl;
3308;CDV002014;VIN DE FRANCE CAVE GALLICIAN;0;RSE;x 1;B10L;
